ID,question
6615,"bonjour, depuis deux semaines environ, je prends du seroplex. c'est ma psychiatre qui me l'a prescrit, car je suis de nature très angoissée (agoraphobie, anxiété sociale), et régulièrement déprimée aussi. mais je ne suis pas dépressive, non. j'ai commencé avec seulement la moitié d'un cachet par jour, et j'avais quelques symptômes dérangeants (nausées, tremblements, fatigue, tressautements musculaires), mais ils ont fini par passer. sauf que depuis un peu moins d'une semaine, ma psychiatre m'a augmenté la dose, je prends donc un cachet entier par jour. et depuis, je ne trouve pas le sommeil, je n'ai plus faim, j'ai les mâchoires hyper crispées, et surtout, depuis deux jours, des horribles migraines. ca me fait mal à la tête, au cou, et ça me prend d'un seul coup, avec la mâchoire toujours crispée, et j'en ai mal jusqu'aux yeux! j'ai l'impression d'avoir la tête qui brûle, c'est tout simplement horrible !! donc je voudrais savoir si quelqu'un a déjà eu des maux de tête semblables aux miens, en rapport avec la prise du seroplex ? car je suis un peu perdue, je me demande si je ne devrais pas arrêter ce traitement..? je précise que je prends aussi de l'avlocardyl."
6616,mal de ventre a 7dpo sous utrogestan pouvez vous m'aidez?
6617,Y a-t-il un syndrome de sevrage après l'arrêt de deroxat ?
6618,lysopaine et coluhextril??
6619,comment fait t'on pour se desintoxiquer?
6620,"ignatia amara lm1, on constate les effets+ en combien de temps?"
6621,anxiolytiques ?
6622,solution eps de valériane  ?
6623,"bonsoir,  je prend la pillule desogestrel ( générique de leelou ),  la pillule qui ne s'arrête jamais, cela fait 5ans que je la prends. je n'ai jamais eu de soucis n'y effet secondaires. j'ai toujours eu des contrôles tous les deux ans, nikel ras, après chaque frotti bizarre j'ai des saignements style des règles pdt 1 semaine. là depuis le mois d'août  (le 18 août date de mon frotti), j'alterne entre 1 semaine saignements assez important  (abondant et rouge vif), douleur ovarienne droite et 1 semaine rien. j'aurai voulu savoir si des filles ont connu ça ? si cela vous paraît normal? mon médecin traitant est en vacance cette semaine car la dernière fois que je lui ai dis que j'ai eu des saignements  (les premiers) elle m'a dit que ça pouvaot arriver mais après un frotti.. ma gygy.. la secretaire je ne fais que laisser des messages.. personnes ne me rapelle.. sinon je pense pas être enceinte, j'ai fais pds il y a 15 jours car nausée,  mal dans la poitrine.. car je prend un traitement qui peu agir sur l'efficacité de la pillule donc mon médecin à voulu vérifier.  voilà mais là ça m'inquiète car première fois que ça m'arrive alors que aucun oubli n'y rien. merci d'avance"
6624,fluoxetine et lexomil : quels effets IIR pour vous?
6625,"Je prends Humira depuis 10 ans. Depuis 5 mois j'ai des brûlures, majoritairement la nuit, aux 2 jambes en bas des genoux et aux 2 bras en bas des coudes. Y-a-t'il relation avec Humira selon vous? Je suis aussi traité par methotrexate en comprimés (10/2,5mg comprimés)."
6626,spasfon lyoc : quel temps pour agir ??
6627,j'ai pris ma pilule avec +12h de retard et j'ai continué normalement mes 3 derniers cachets et ai fait ma semaine de pause. je suis encore protégée ou je dois attendre la fin de ma nouvelle plaquette pour l'être?
6628,quelqu'un peut-il m'indiquer le medicament similaire de sudafed?
6629,"bonjour jasminelle est ma premiere pilule je la prend depuis le mois de mars sur conseil de ma dermato pour me debarasser d'un tout petit peu d'acné au bout de 2 mois plus un seul bouton. mais voila depuis la prise de la pilule j'ai des plaques d'eczema sur le coup aux creux des bras , poignets et epaule j'ai en permanence les paupieres rouges et seches.. j'ai fait des prises de sang chez l'allergollogue j'ai juste une allergie aux pollens(en novembre c'est fini le pollen !!) j'ai fait un true test sa consiste à tester 24 allergenes contenu dans toutes sorte de produit résulat aucune réaction .. aidez moi s'ils vous plait pensez vous que sa peu etre la pilule ?? avez vous rencontré le meme probleme? merci  bisous à toutes"
6630,"bonjour,  j'utilise la pilule daily gé et je me suis rendue compte en comptant la 2eme semaine que j'avais oublier un comprimé. en panique j'en ai pris 2 d'affilé et j'ai continuer ma plaquette jusqu'a la fin mais là je ne sais pas si je dois effectuer ma semaine d'arret ou non. de plus j'ai eu des rapports non protégé ac mon chéri avec ejaculation avant l'oubli de ce comrpimé. les risques sont ils important ? je pensais que malgre un oubli la pilule prise depuis ltp protegeait quand meme vu que certaine femme apres arret ne peuvent pas avoir d'enfant et qu'il faut un temps.j'ai l'impression que cette idee s'avere fausse. merci d'avance pour vos conseils"
6631,question concernant le lysenxia
6632,je prend mnidril mais mon dermato ma di ke celle ci favorise l'acnée. Correct ?
6633,"Existe-t-il une interaction du millepertuis avec d’autres plantes, notamment avec le Maca, le Ginseng et l’échinacée  ?"
6634,"suite a des brulures d'estomac j'ai du prendre gaviscon, y a-t-il des effets indésirables ?"
6635,j'aimerais en prendre uniquement 50mg par jour de zinc mais les capsules font 2ml chacune. comment bien doser le zinc ?
6636,"Je prends du prozac, puis-je boire ?"
6637,"Un ami m'a donné du diazepan 10mg il me dis que c'est un somnifere, est-ce vrai ?"
6638,changement diane 35 --> ?
6639,est ce que l'association de zyprexa 10 mg  et tranxene 10 mg provoque la somnolence ?
6640,actaea racemosa pour grosse douleurs cervicales?
6641,j'ai fini la plaquette de ma pillule (evepar générique de diane ) et j'aimerai savoir si c'est possible de commancer tout de suite la deuxieme plaquette sans interuption ? et si j'ai un rapport dois je quand meme me protégé ou elle agira quand meme ?
6642,je prends duphaston pour la deuxieme fois et j'ai envie de vomir. quelqu'un a deja eu ce genre de symptomes?
6643,"j'ai enchainé deux plaquettes de mélodia. je suis au 10 eme comprimés de ma deuxième plaquettes.j'ai enchainé en tout 34 comprimés. si j'ai un rapport au 38 eme, puis-je l'arréter le 39eme?"
6644,ofloxacine + tendinite + voyage dans 2 jours  ?
6645,j'ai nexplanon. depuis 3 semaines j'ai des pertes de colostrum et depuis quelque jour très mal au sein mais qu'a un seul. existe t il un traitement approprié ?
6646,Depakote possible si grossesse ?
6647,le futur papa prend du deroxat : risque pour bébé ?
6648,mon médecin m a prescrit valdoxan 25 est ce bien?? y a t il de gros effets indésirables??
6649,je trouve l'idée de nuvaring super intéressante et simple mais je me demande comment je pourrais le mettre correctement ?
6650,vaccin contre le tagagisme ??
6651,le tramadol est à base de morphine et est prescrit pour les grandes douleurs. Y a-t-il des effets graves à long terme ?
6652,cela fait 20 jours que je prends sertraline 50mg. J'ai une grosse baisse de la libido. Pourquoi ?
6653,Quels sont les effets secondaires du rivotril ?
6654,je prends un comprime de betabloquant (propanolol) et on vient de me prescrire du metformin.  mais je ne sais pas si ces 2 medicaments sont compatibles ?
6655,je prend du magnesium 300+ et je suis aussi extrèmement fatigué .est il possible que le magnesium nous fatigue beaucoup avant de nous remonter !??
6656,inexium ??
6657,quels ont été les effets secondaires  de minidril ?
6658,"bonjour, je prends du seroplex depuis 2 jours (le soir)et cette nuit etait pire que la premiere. nausees terribles, maux de tete pendant 10 heures! vous pensez que je peux arreter ;.. je n'arrive pas a joindre mon medecin.ou bien passer a un demi comprime? merci pour vos reponses"
6659,je dois changer de pilule et je me demande si en prenant ma nouvelle pilule je serais protégée dès le 1er comprimé
6660,minidril? avez vous des effets secondaires ?
6661,Comment prendre 50mg de zinc?
6662,"la notice interdit formellement voltarene emulgel a partir du 6eme mois de grossesse, en expliquant qu'une seule prise peut avoir des consequences tres grave sur le bb. Est-ce contre-indiqué?"
6663,combien de granules thymuline pour ma fille ?
6664,semaine d'arret nuvaring : regles tres douloureuses. normal ?
6665,"j'ai commencé daily gé au début de mon cycle. depusi j'ai pas mal d'effets secondaires (nausées, mal aux seins, mal au bas du ventre, mal au crane, je dors mal alors que j'ai jamais eu de probleme, je suis fatiguée et angoissée..) dois je l'arreter, demander a en essayer une autre ou continuer et les effets vont disparaitre?"
6666,suis-je accro au lexomil ?
6667,je vien de commencer la pilule jasmine depui une semaine. j'aimerai savoir s'il y avai beaucoup d'effet secondaire avec cette pilule?
6668,est ce que diane 35 donne des effets aux seins?
6669,"voilà,cela fait huit mois que j'aurais du faire un rappel de mon vaccin anti-tétanique,j'imagine qu'il reste du vaccin dans mon organisme me trompe-je?"
6670,Comment se prennent les ampoules de vitamine d d-cure ?
6671,L'infarix hexa peut il être fait chez l'enfant ?
6672,l'une des pilules de ma plaquette de trinordiol était inutilisable. je ne sais que faire : prendre une pillule d'une nouvelle plaquette ou bien arrêter un jour plus tôt ? y a-t-il des risques dans ce cas-là? faut-il que je recommence la plaquette suivante 7 jours plus tard ou le jour habituel?
6673,infos sur adépal ?
6674,est ce que duphaston aide à tomber enceinte?
6675,je parle du temesta expidet (qui fond dans la bouche) à 1mg. durant combien de temps le médicament fait-il effet ?
6676,Comment appliquer la crème monazole ?
6677,"les effets indésirables de pravastatine 20 , à savoir les douleurs musculaires doivent ils encore etre presents apres l'arret de 20 jours ?"
6678,"je prends ma pilule trinordiol à chaque fois à 12h30..à la prochaine plaquette, est-ce que je pourrais la prendre, par ex, à 7h00..et la 3ème plaquette, par ex, à 16h00??"
6679,réaction au vaccin de la grippe?
6680,"Conseil Huile Essentielle pour traiter un zona récalcitrant, apparu après un traitement chimio (la patiente est en rémission) ?"
6681,la rocephine entraine t elle un retard des regles ?
6682,"je prends la pilule diane 35 et après un rdv a l'ophtalmo, javais une tension de 19,4/20 dans un oeil. je sais que la pilule peut causer des troubles de la vision. dois-je l'arreter?"
6683,le stillnox est il vraiment un somnifere ?
6684,Risque de grossesse non désirée sous trinordiol ?
6685,je prenais deroxat et j'ai entamé le sevrage très lent aucun soucis de manque. mais vendredi l'angoisse est reaparue ! dois je reprendre si je veux de nouveau vivre sans ça ?
6686,je viens de me rendre compte que j ai oublié de mettre au refrigerateur le vaccin de mon fils. il est dehors depuis 2 heures. que dois je faire?
6687,"melodia et ""spotting""?"
6688,rilutek  quelqu'un connait ?
6689,qu'est-ce que le seroplex ?
6690,j'ai pris duphaston pour provoquer les règles. et malgré duphaston rien. je devrais les avoirs depuis plus de 48 h. que dois-jre faire??
6691,est ce que jaborandi traite transpiration excessive?
6692,"J'ai oublié de prendre ma pilule Optimizette hier soir c'est a dire il y a 10 heures, est-ce que je peux prendre mon comprimé oublié maintenant ?"
6693,creme ou medicament cicatrisant ?
6694,Les flacons de NaCl sont remboursés dans toutes les indications ?
6695,est ce que le traitement avec homeopathie est remboursé lorsque on a l'ordonnance du médecin?
6696,dépendance au bromazepan en 1 semaine?
6697,Le hoquet peut il être provoqué par des médicaments et si oui lesquels ?
6698,Qu'est-ce que l'hypnovel ?
6699,Quels sont les effets secondaires les plus fréquents du Mantadix?
6700,Est-ce que le Tahor est beaucoup plus cher que les génériques ?
6701,"Mes mains et mes pieds sont froids. J'ai pris du Gynergène, est ce qu'il y a un rapport ?"
6702,que savez-vous de microval?
6703,prise de poids paroxétine- seroplex ?? aidez moi :'(
6704,"j'ai repris ma pilule adepal. apres deux jours et apres des saignements rouges, ma gynéco m'a prescit de l'antibiotique et maintenant le saignement est de moins en moins abondant mais j'ai des boutons partout sur mon corps et ca me gratte vraiment. d'apres vous ca du à quoi tout ca?"
6705,"je suis le vaccin contre le cancer du col de l'utérus. et je voulais savoir si j'avais le droit d'avoir des rapports sexuels protégé avec un préservatif, pendant le traitement?"
6706,lutenyl - effets secondaires gênants ?
6707,Seroplexe marche-t-il sur l'anxiété généralisée ?
6708,"Je suis allergie au nickel mais j'aimerai mettre un sterilet au cuivre, ca craint ou pas?"
6709,jai lu que le zoloft pouvait causer de l'insomnie ? Combien de temps ça dure ?
6710,strepsils et pilule ?
6711,seroxat et libido féminine ??
6712,Peut on prescrire Ibuprofene pendant grossesse ?
6713,est¨ce possible suite au vaccin monovax qui a surinfecter qu un grain de beaute soit apparu ?
6714,"pour me faire rembourser a qui dois-je envoyer la feuille maladie, ma sécu ou ma mutuelle?"
6715,"j'aurai du commencer ma nouvelle plaquette un mardi, et je l'ai commencé le jeudi après l'oubli, pensez vous qu'il y a un risque?"
6716,L'homéopathie peut elle être employée pendant la grossesse ?
6717,"je prends du deroxat 20mg. mais ce matin, j'ai eu vraiment des vertiges, fourmillements, sueurs importantes et un gros mal être général. est-ce que les effets secondaires peuvent se déclencher si tardivement?"
6718,Est ce que je suis protégée au début de prise de varnoline?
6719,je voulais savoir s'il y a des risques a enchainer 2plaquettes de trinordiol a la suite sans interruption? et quels sont ces risque s'il y en a?
6720,je suis sous microval. est ce que je peux arreter microval en milieu de plaquette  et enchainer direct avec ludéal ?
6721,"je me suis fait posée un implanon dont la ""validité"" se termine le 10 juillet prochain. je m'y suis prise un peu tard pour prendre mon rendez-vous pour le faire renouveller et la ma gynéco est en congés jusqu'au 25..il sera donc changé avec une quinzaine de jours de retard.. est-ce-qu'il reste tout de même efficace ?"
6722,"ma gynéco m'a donné un nouveau générique de la méliane, désobel gé 20. depuis j'ai des douleurs à l'ovaire droit occassionnellement mais surtout les 2 jours avant mes regles. est ce que je ne la supporte pas?"
6723,"avec des saignements avec l'anneau contraceptif nuvaring, que faire dans ce cas là ?"
6724,quel medicament ultra efficace et pas dangereux peut on prendre contre les nausées ?
